dteday,hum,weathersit,holiday,season,atemp,temp,hr,casual,registered,cnt
2011-04-18,0.52,2,0,2,0.5152,0.54,11,36,87,123
2011-05-16,0.83,1,0,2,0.5455,0.58,20,31,167,198
2012-05-22,0.73,2,0,2,0.6061,0.64,14,73,149,222
2012-09-10,0.6,1,0,3,0.5152,0.54,2,11,6,17
2011-07-10,0.78,1,0,3,0.5909,0.64,6,8,17,25
2012-11-06,0.61,1,0,4,0.2879,0.3,20,10,218,228
2012-02-21,0.46,1,0,1,0.3333,0.36,16,14,240,254
2012-05-28,0.61,1,1,2,0.6515,0.7,9,121,142,263
2012-07-07,0.37,1,0,3,0.7879,0.88,21,51,150,201
2012-10-22,0.76,1,0,4,0.3939,0.38,5,2,44,46
2012-11-18,0.62,1,0,4,0.4091,0.4,13,113,334,447
2012-01-31,0.57,2,0,1,0.3182,0.32,10,34,110,144
2012-07-12,0.58,1,0,3,0.6667,0.72,9,42,285,327
2011-06-25,0.42,1,0,3,0.6667,0.74,11,122,209,331
2011-12-24,0.75,2,0,1,0.303,0.3,6,0,10,10
2011-03-29,0.25,1,0,2,0.3333,0.36,14,20,66,86
2012-09-29,0.63,1,0,4,0.4848,0.5,22,48,173,221
2011-11-17,0.49,2,0,4,0.303,0.34,13,15,109,124
2012-05-01,0.88,2,0,2,0.5152,0.54,9,18,331,349
2012-11-13,0.83,2,0,4,0.5,0.52,0,5,18,23
2012-08-19,0.83,3,0,3,0.5758,0.64,13,50,112,162
2011-12-02,0.81,1,0,4,0.3182,0.28,9,12,234,246
2011-06-24,0.83,1,0,3,0.6061,0.66,4,1,8,9
2012-11-25,0.44,1,0,4,0.2727,0.22,4,1,1,2
2012-05-02,0.77,1,0,2,0.5,0.52,20,42,296,338
2011-09-25,0.74,1,0,4,0.6364,0.68,18,125,279,404
2012-11-14,0.49,1,0,4,0.303,0.32,11,25,126,151
2011-11-24,0.61,1,1,4,0.2879,0.3,2,3,19,22
2011-12-25,0.75,1,0,1,0.2727,0.3,12,25,41,66
2011-10-30,0.8,1,0,4,0.197,0.22,4,1,10,11
2012-09-04,0.82,1,0,3,0.6364,0.68,2,1,4,5
2012-09-10,0.38,1,0,3,0.6212,0.64,13,72,251,323
2012-02-03,0.65,1,0,1,0.2424,0.24,6,0,88,88
2011-07-23,0.38,1,0,3,0.8788,0.94,17,70,127,197
2012-10-20,0.43,1,0,4,0.5303,0.56,13,273,441,714
2012-04-08,0.24,1,0,2,0.4394,0.44,0,21,64,85
2012-02-11,0.87,3,0,1,0.2273,0.24,3,0,9,9
2011-05-13,0.88,3,0,2,0.4848,0.5,6,6,76,82
2012-12-03,0.87,1,0,4,0.3939,0.38,3,2,6,8
2011-03-21,0.6,2,0,2,0.5303,0.56,15,41,66,107
2011-10-07,0.68,1,0,4,0.4848,0.5,21,22,144,166
2011-01-20,0.52,2,0,1,0.2273,0.24,9,3,140,143
2012-11-05,0.4,1,0,4,0.3939,0.38,14,31,165,196
2012-03-18,0.88,3,0,1,0.4242,0.42,7,17,25,42
2011-04-22,0.93,3,0,2,0.303,0.32,18,4,47,51
2012-12-18,0.87,1,0,4,0.3939,0.38,5,0,36,36
2012-08-25,0.83,1,0,3,0.5758,0.62,21,60,148,208
2012-06-28,0.52,1,0,3,0.697,0.76,22,50,224,274
2012-03-07,0.36,1,0,1,0.5,0.52,14,38,137,175
2012-04-29,0.45,1,0,2,0.4848,0.5,13,226,369,595
2012-08-28,0.45,1,0,3,0.6667,0.74,19,82,515,597
2012-03-31,0.76,2,0,2,0.4091,0.4,1,17,65,82
2012-01-06,0.7,1,0,1,0.2424,0.24,8,11,436,447
2011-08-29,0.69,1,0,3,0.5909,0.6,3,1,5,6
2011-03-25,0.45,1,0,2,0.2879,0.3,11,17,58,75
2012-04-24,0.38,1,0,2,0.4242,0.42,23,4,69,73
2012-11-18,0.66,1,0,4,0.3485,0.36,19,16,194,210
2011-04-16,0.82,2,0,2,0.4091,0.4,7,3,18,21
2012-04-20,0.68,1,0,2,0.5303,0.56,21,35,252,287
2011-07-20,0.63,1,0,3,0.7879,0.8,11,26,116,142
2012-03-14,0.55,1,0,1,0.5,0.52,22,43,159,202
2012-10-18,0.77,2,0,4,0.5152,0.54,21,38,245,283
2012-10-21,0.44,1,0,4,0.5,0.52,11,191,356,547
2012-02-27,0.6,1,0,1,0.2576,0.26,9,11,219,230
2011-11-02,0.71,1,0,4,0.3485,0.36,22,7,99,106
2012-09-02,0.89,2,0,3,0.5909,0.66,6,2,13,15
2012-07-28,0.59,1,0,3,0.7424,0.78,9,110,227,337
2012-09-11,0.41,1,0,3,0.6212,0.62,19,56,540,596
2012-02-10,0.42,2,0,1,0.303,0.3,12,8,168,176
2011-06-06,0.31,1,0,2,0.6818,0.78,14,46,99,145
2011-03-17,0.76,1,0,1,0.3182,0.32,6,4,47,51
2012-09-06,0.94,3,0,3,0.5909,0.66,10,9,40,49
2011-07-23,0.42,1,0,3,0.8939,0.92,14,84,152,236
2011-02-27,0.87,1,0,1,0.2727,0.26,2,2,20,22
2011-06-21,0.88,2,0,3,0.5455,0.6,5,3,22,25
2012-12-01,0.93,2,0,4,0.2424,0.26,9,34,159,193
2012-11-30,0.46,2,0,4,0.3939,0.38,12,25,243,268
2012-09-27,0.83,1,0,4,0.5455,0.58,5,2,64,66
2012-06-27,0.31,1,0,3,0.6667,0.76,20,76,369,445
2012-03-22,0.65,1,0,2,0.6212,0.66,17,154,656,810
2012-09-26,0.65,1,0,4,0.6212,0.66,21,32,328,360
2011-07-22,0.39,3,0,3,0.8333,0.9,16,29,153,182
2011-06-08,0.89,1,0,2,0.5909,0.66,0,12,29,41
2011-11-26,0.62,1,0,4,0.4091,0.4,11,107,123,230
2012-08-19,0.65,2,0,3,0.6061,0.64,15,89,187,276
2011-09-13,0.78,1,0,3,0.5909,0.64,23,15,59,74
2011-03-15,0.75,1,0,1,0.2424,0.24,7,10,109,119
2011-11-10,0.88,2,0,4,0.4394,0.44,10,17,100,117
2012-08-10,0.58,1,0,3,0.7121,0.76,14,71,236,307
2012-04-04,0.23,1,0,2,0.6061,0.6,21,43,255,298
2012-11-26,0.49,1,0,4,0.3636,0.34,21,9,172,181
2012-04-06,0.33,1,0,2,0.4394,0.44,13,173,238,411
2011-06-11,0.58,1,0,2,0.6667,0.72,7,18,50,68
2012-03-25,0.72,1,0,2,0.4848,0.5,19,114,261,375
2012-05-07,0.77,2,0,2,0.5,0.52,1,1,8,9
2011-12-10,0.44,1,0,4,0.2121,0.22,21,4,79,83
2011-11-29,0.77,1,0,4,0.5152,0.54,8,9,440,449
2012-04-14,0.35,1,0,2,0.5455,0.58,12,274,404,678
2012-04-04,0.67,1,0,2,0.4242,0.42,4,0,1,1
2012-09-19,0.52,1,0,3,0.5303,0.56,10,23,169,192
2012-10-12,0.42,1,0,4,0.5,0.52,15,138,317,455
2012-06-29,0.65,1,0,3,0.6515,0.7,4,1,9,10
2012-03-09,0.26,1,0,1,0.4394,0.44,18,30,440,470
2011-08-09,0.49,1,0,3,0.7424,0.8,19,69,302,371
2011-03-12,0.62,1,0,1,0.3939,0.38,21,36,46,82
2012-12-26,0.93,3,0,1,0.303,0.32,20,0,32,32
2011-05-20,0.53,1,0,2,0.6212,0.62,17,71,483,554
2012-11-04,0.4,1,0,4,0.4091,0.4,15,149,300,449
2012-03-18,0.94,2,0,1,0.4242,0.42,4,6,8,14
2012-02-04,0.66,2,0,1,0.303,0.32,15,61,244,305
2011-05-02,0.73,1,0,2,0.5455,0.58,11,34,96,130
2011-04-02,0.81,3,0,2,0.3333,0.32,12,84,100,184
2012-05-08,0.73,3,0,2,0.5909,0.62,15,40,94,134
2011-05-03,0.88,1,0,2,0.5,0.52,4,3,1,4
2012-09-10,0.43,1,0,3,0.6212,0.62,11,69,167,236
2011-09-09,0.74,1,0,3,0.697,0.72,14,29,119,148
2011-04-11,0.83,2,0,2,0.5303,0.56,9,33,132,165
2012-06-04,0.38,1,0,2,0.6212,0.64,18,103,719,822
2011-05-03,0.58,2,0,2,0.6515,0.7,13,50,144,194
2012-06-27,0.43,1,0,3,0.6212,0.6,1,5,18,23
2012-11-23,0.61,1,0,4,0.3333,0.34,10,87,114,201
2011-10-27,0.61,1,0,4,0.303,0.34,23,8,60,68
2011-01-03,0.44,1,0,1,0.197,0.22,0,0,5,5
2012-04-28,0.37,2,0,2,0.4091,0.4,13,120,269,389
2011-11-19,0.56,1,0,4,0.2273,0.24,5,0,2,2
2012-04-15,0.68,1,0,2,0.4848,0.5,5,4,6,10
2012-01-06,0.75,1,0,1,0.2576,0.22,0,1,24,25
2012-04-13,0.36,1,0,2,0.4848,0.5,21,36,153,189
2012-09-11,0.6,1,0,3,0.5303,0.56,21,28,282,310
2011-07-13,0.79,1,0,3,0.697,0.72,18,51,412,463
2012-08-23,0.7,2,0,3,0.6515,0.7,9,58,354,412
2011-07-27,0.51,1,0,3,0.6667,0.72,4,1,3,4
2012-05-31,0.33,1,0,2,0.6667,0.76,16,103,384,487
2012-07-19,0.49,1,0,3,0.7727,0.82,20,65,440,505
2011-12-17,0.56,2,0,4,0.2727,0.28,2,11,47,58
2012-05-01,0.72,2,0,2,0.5,0.52,4,1,7,8
2012-09-20,0.47,1,0,3,0.6212,0.66,15,60,231,291
2012-11-03,0.57,1,0,4,0.3333,0.32,23,15,133,148
2011-09-29,0.5,1,0,4,0.6212,0.62,19,36,348,384
2011-05-13,0.88,2,0,2,0.5,0.52,16,44,256,300
2011-05-07,0.43,1,0,2,0.5303,0.56,19,88,179,267
2011-05-16,0.94,1,0,2,0.4848,0.5,3,1,3,4
2012-02-06,0.65,1,0,1,0.2424,0.24,0,7,14,21
2011-07-17,0.58,1,0,3,0.7121,0.76,20,85,177,262
2011-11-22,1.0,3,0,4,0.4242,0.42,13,4,22,26
2012-07-15,0.37,1,0,3,0.8182,0.9,14,162,314,476
2012-08-08,0.72,2,0,3,0.7273,0.74,8,48,689,737
2012-04-07,0.23,1,0,2,0.4545,0.46,12,320,270,590
2012-11-12,0.77,1,1,4,0.5,0.52,22,12,100,112
2011-08-17,0.58,1,0,3,0.6818,0.74,20,37,243,280
2012-08-28,0.89,2,0,3,0.5909,0.66,6,3,144,147
2012-01-09,0.6,2,0,1,0.2273,0.22,6,3,85,88
2012-07-12,0.48,1,0,3,0.6667,0.74,19,97,532,629
2012-04-23,0.62,3,0,2,0.3182,0.36,14,12,102,114
2012-05-08,0.65,3,0,2,0.6061,0.64,13,53,166,219
2011-05-03,0.68,2,0,2,0.5303,0.56,23,12,50,62
2011-03-30,0.56,2,0,2,0.2879,0.3,5,0,7,7
2011-12-07,1.0,3,0,4,0.4545,0.46,2,2,4,6
2012-08-29,0.73,1,0,3,0.5909,0.6,6,6,175,181
2011-07-22,0.66,2,0,3,0.803,0.8,7,20,232,252
2011-11-09,0.87,1,0,4,0.3939,0.38,23,5,61,66
2011-02-12,0.38,1,0,1,0.2576,0.28,18,4,60,64
2011-06-05,0.65,2,0,2,0.6061,0.62,4,4,8,12
2011-09-11,0.65,1,0,3,0.6515,0.7,10,120,214,334
2011-08-20,0.62,1,0,3,0.6818,0.74,20,78,170,248
2011-12-20,0.66,2,0,4,0.3788,0.36,9,14,245,259
2011-04-12,0.82,2,0,2,0.4242,0.42,20,9,94,103
2012-07-04,0.61,1,1,3,0.6515,0.7,8,43,110,153
2012-09-22,0.73,1,0,3,0.5909,0.6,0,32,140,172
2011-05-05,0.66,1,0,2,0.3182,0.34,5,1,29,30
2011-05-24,0.74,3,0,2,0.6212,0.66,23,13,53,66
2011-12-25,0.61,1,0,1,0.3182,0.34,14,41,45,86
2011-05-25,0.61,1,0,2,0.6515,0.7,19,73,332,405
2012-03-01,0.31,1,0,1,0.6212,0.6,15,31,192,223
2011-04-18,0.82,1,0,2,0.4091,0.4,6,3,51,54
2012-11-24,0.42,1,0,4,0.2879,0.34,1,1,19,20
2012-08-17,0.58,2,0,3,0.2424,0.72,20,97,262,359
2012-07-29,0.7,1,0,3,0.6515,0.7,23,18,82,100
2012-04-22,0.93,3,0,2,0.3182,0.36,18,1,38,39
2011-07-20,0.84,2,0,3,0.6667,0.7,7,27,276,303
2012-01-20,0.35,2,0,1,0.2121,0.22,14,8,107,115
2011-02-20,0.41,1,0,1,0.197,0.24,1,5,11,16
2012-12-13,0.42,1,0,4,0.3182,0.34,11,25,164,189
2012-06-18,0.88,2,0,2,0.5152,0.54,11,25,96,121
2012-07-16,0.78,1,0,3,0.6061,0.66,5,10,40,50
2011-06-22,0.59,2,0,3,0.803,0.82,16,34,224,258
2012-12-30,0.6,2,0,1,0.2576,0.26,0,0,41,41
2012-02-14,0.56,2,0,1,0.303,0.26,6,1,89,90
2011-07-26,0.4,1,0,3,0.6818,0.76,9,25,162,187
2012-06-26,0.3,1,0,3,0.6364,0.7,13,74,232,306
2012-01-20,0.52,1,0,1,0.2576,0.24,3,0,4,4
2011-10-28,0.66,1,0,4,0.3182,0.34,0,4,40,44
2012-05-19,0.36,1,0,2,0.6212,0.66,12,276,366,642
2011-04-03,0.31,2,0,2,0.4545,0.46,16,147,156,303
2011-09-20,0.94,3,0,3,0.5152,0.54,9,5,64,69
2012-03-10,0.41,1,0,1,0.2576,0.26,23,6,77,83
2011-08-31,0.69,1,0,3,0.6061,0.64,9,27,217,244
2012-07-14,0.84,1,0,3,0.7121,0.72,19,156,275,431
2011-04-23,0.83,1,0,2,0.5303,0.56,19,84,199,283
2011-05-12,0.77,2,0,2,0.5152,0.54,23,16,87,103
2012-06-01,0.94,3,0,2,0.5455,0.62,20,1,38,39
2011-06-26,0.54,1,0,3,0.6515,0.7,23,14,64,78
2011-08-23,0.3,1,0,3,0.6515,0.72,14,149,502,651
2012-06-27,0.35,1,0,3,0.6515,0.74,21,54,313,367
2011-12-27,0.87,3,0,1,0.303,0.3,13,1,19,20
2012-08-23,0.45,1,0,3,0.6818,0.76,17,111,709,820
2011-05-27,0.83,1,0,2,0.5606,0.6,21,37,114,151
2012-10-31,0.5,2,0,4,0.4242,0.42,14,45,179,224
2011-06-20,0.73,2,0,2,0.6061,0.64,22,24,106,130
2011-03-26,0.44,2,0,2,0.2576,0.26,21,15,36,51
2011-09-07,0.94,3,0,3,0.5455,0.62,22,3,26,29
2012-11-29,0.7,1,0,4,0.2879,0.26,22,4,147,151
2012-01-28,0.5,1,0,1,0.3939,0.38,14,123,239,362
2012-03-29,0.38,1,0,2,0.5,0.52,17,83,620,703
2011-11-20,0.63,2,0,4,0.5,0.52,16,81,225,306
2011-07-14,0.39,1,0,3,0.6515,0.72,19,67,333,400
2011-11-20,0.72,1,0,4,0.4394,0.44,9,29,109,138
2012-01-27,0.87,2,0,1,0.4091,0.4,1,6,23,29
2011-02-13,0.6,2,0,1,0.2273,0.24,9,12,35,47
2011-02-15,0.32,1,0,1,0.1818,0.2,7,2,103,105
2012-04-06,0.35,1,0,2,0.4242,0.42,12,113,224,337
2011-08-04,0.94,2,0,3,0.5909,0.66,1,3,14,17
2012-01-31,0.26,1,0,1,0.5152,0.54,15,27,150,177
2012-02-22,0.71,1,0,1,0.3485,0.34,10,17,122,139
2012-11-09,0.53,1,0,4,0.2879,0.32,4,0,14,14
2012-01-01,0.81,1,0,1,0.3182,0.3,10,18,52,70
2012-04-25,0.51,1,0,2,0.4848,0.5,22,22,170,192
2011-08-26,0.83,1,0,3,0.6061,0.66,8,17,387,404
2011-02-16,0.51,1,0,1,0.197,0.2,4,0,1,1
2011-09-16,0.59,1,0,3,0.4848,0.5,23,20,106,126
2012-07-14,0.66,2,0,3,0.697,0.74,12,181,318,499
2012-08-15,0.61,1,0,3,0.6515,0.7,1,6,31,37
2012-07-26,0.49,1,0,3,0.7424,0.8,21,35,236,271
2011-07-05,0.43,1,0,3,0.7424,0.82,15,51,111,162
2011-04-05,0.81,3,0,2,0.2879,0.32,11,1,18,19
2011-05-14,0.88,2,0,2,0.4848,0.5,3,5,30,35
2012-04-21,0.73,3,0,2,0.5303,0.56,19,9,45,54
2012-05-08,0.77,1,0,2,0.4848,0.5,6,7,158,165
2011-06-09,0.52,3,0,2,0.697,0.76,21,29,142,171
2011-07-13,0.79,1,0,3,0.6667,0.7,17,70,418,488
2011-05-05,0.66,1,0,2,0.3182,0.34,6,3,86,89
2012-03-01,0.44,1,0,1,0.4394,0.44,20,12,242,254
2012-10-18,0.88,1,0,4,0.4394,0.44,7,20,488,508
2012-07-03,0.28,1,0,3,0.7576,0.88,12,74,198,272
2011-04-20,1.0,1,0,2,0.4091,0.4,4,5,4,9
2012-06-10,0.28,1,0,2,0.7121,0.82,19,115,260,375
2011-04-04,0.66,1,0,2,0.3939,0.38,3,1,0,1
2012-10-18,0.83,2,0,4,0.5152,0.54,22,27,202,229
2012-07-17,0.59,1,0,3,0.7424,0.78,23,22,139,161
2011-04-27,0.78,1,0,2,0.5909,0.64,13,31,119,150
2012-09-07,0.59,1,0,3,0.7727,0.8,14,66,187,253
2011-02-19,0.33,1,0,1,0.2424,0.28,23,4,25,29
2012-05-01,0.65,1,0,2,0.6061,0.64,22,21,190,211
2011-05-23,1.0,2,0,2,0.5152,0.54,6,4,92,96
2012-11-26,0.32,1,0,4,0.4242,0.42,17,13,540,553
2011-03-22,0.54,2,0,2,0.4394,0.44,20,19,116,135
2012-11-28,0.6,1,0,4,0.2121,0.24,8,9,683,692
2011-07-28,0.51,1,0,3,0.6515,0.7,0,14,31,45
2012-10-02,0.77,2,0,4,0.5152,0.54,1,0,11,11
2012-09-11,0.56,1,0,3,0.5455,0.58,20,40,421,461
2011-07-06,0.79,1,0,3,0.6667,0.7,6,9,112,121
2011-03-23,0.87,2,0,2,0.3182,0.34,12,14,73,87
2012-04-26,0.63,2,0,2,0.4697,0.48,6,5,122,127
2012-06-19,0.58,1,0,2,0.6818,0.74,13,69,203,272
2012-11-08,0.24,1,0,4,0.4091,0.4,12,33,202,235
2012-09-08,0.94,2,0,3,0.5909,0.66,4,3,8,11
2011-09-09,0.94,1,0,3,0.5606,0.64,12,4,71,75
2012-08-10,0.66,1,0,3,0.697,0.74,21,50,236,286
2011-02-20,0.29,1,0,1,0.3636,0.36,16,59,88,147
2011-06-15,0.64,1,0,2,0.5303,0.56,0,8,44,52
2012-11-28,0.7,2,0,4,0.2727,0.26,5,0,39,39
2012-06-15,0.37,1,0,2,0.6515,0.72,16,132,426,558
2011-03-27,0.55,2,0,2,0.2121,0.22,10,27,59,86
2012-09-07,0.79,1,0,3,0.6667,0.7,9,33,311,344
2011-08-16,0.48,1,0,3,0.6818,0.76,13,45,147,192
2011-06-04,0.38,1,0,2,0.6212,0.64,10,115,202,317
2011-12-31,0.54,1,0,1,0.4242,0.42,20,8,63,71
2012-10-09,0.87,3,0,4,0.3485,0.36,1,0,13,13
2011-12-11,0.59,1,0,4,0.2273,0.16,6,0,10,10
2012-07-23,0.52,1,0,3,0.7424,0.8,19,94,488,582
2012-03-15,0.77,1,0,1,0.4394,0.44,8,21,602,623
2012-06-21,0.41,1,0,3,0.7879,0.86,11,40,121,161
2012-03-18,0.82,1,0,1,0.4697,0.48,23,7,39,46
2012-08-09,0.58,2,0,3,0.6515,0.7,21,50,286,336
2012-06-26,0.45,1,0,3,0.5152,0.54,4,1,9,10
2011-03-21,0.87,3,0,2,0.2727,0.3,7,3,15,18
2012-12-20,0.82,3,0,4,0.4091,0.4,23,0,13,13
2012-02-16,0.81,3,0,1,0.3182,0.32,14,1,30,31
2011-07-24,0.7,2,0,3,0.7273,0.76,23,13,37,50
2011-06-28,0.7,1,0,3,0.6515,0.7,23,23,58,81
2012-08-27,0.88,1,0,3,0.5606,0.62,3,1,3,4
2012-06-13,0.5,1,0,2,0.6212,0.62,23,25,128,153
2011-12-21,0.87,2,0,1,0.3636,0.36,7,5,224,229
2011-04-02,0.47,2,0,2,0.4091,0.4,11,72,126,198
2011-05-12,0.57,2,0,2,0.6212,0.64,16,50,238,288
2012-01-03,0.37,1,0,1,0.1364,0.18,12,4,70,74
2012-02-08,0.87,3,0,1,0.2424,0.24,20,3,122,125
2011-12-09,0.7,1,0,4,0.303,0.32,11,15,121,136
2011-12-27,0.87,1,0,1,0.3333,0.32,22,3,29,32
2012-01-10,0.38,1,0,1,0.4242,0.42,17,14,446,460
2011-03-20,0.6,1,0,1,0.2576,0.26,5,3,6,9
2012-12-28,0.6,2,0,1,0.2576,0.24,5,0,15,15
2011-12-22,0.82,1,0,1,0.3939,0.38,5,1,15,16
2011-08-29,0.68,1,0,3,0.5303,0.56,4,0,3,3
2012-08-08,0.52,2,0,3,0.7424,0.8,10,63,151,214
2011-01-30,0.65,1,0,1,0.2576,0.26,18,8,57,65
2012-07-27,0.7,1,0,3,0.6818,0.72,0,14,83,97
2011-06-27,0.78,2,0,3,0.5909,0.62,6,4,90,94
2012-08-14,0.74,2,0,3,0.6667,0.7,9,48,354,402
2012-02-11,0.61,2,0,1,0.2727,0.3,15,12,112,124
2012-03-07,0.34,1,0,1,0.4848,0.5,13,26,179,205
2011-01-11,0.59,2,0,1,0.2273,0.2,13,6,46,52
2011-10-20,0.48,1,0,4,0.4697,0.48,12,28,171,199
2012-10-19,0.94,3,0,4,0.5152,0.54,6,5,126,131
2012-11-25,0.48,2,0,4,0.2273,0.24,9,13,83,96
2011-08-07,0.75,1,0,3,0.7424,0.76,9,82,102,184
2012-08-27,0.83,1,0,3,0.5758,0.62,4,1,11,12
2012-09-02,0.7,1,0,3,0.6515,0.7,21,79,92,171
2012-05-11,0.23,1,0,2,0.6061,0.64,17,102,677,779
2012-08-22,0.51,1,0,3,0.6667,0.74,12,59,253,312
2011-01-23,0.3,1,0,1,0.1212,0.12,19,5,45,50
2012-04-04,0.46,2,0,2,0.6212,0.62,14,82,176,258
2011-04-09,0.82,2,0,2,0.3939,0.38,16,73,118,191
2011-08-28,0.51,1,0,3,0.6667,0.74,12,88,218,306
2012-08-27,0.84,1,0,3,0.6667,0.7,23,35,79,114
2012-01-17,0.81,3,0,1,0.2879,0.3,7,5,121,126
2011-03-27,0.48,2,0,2,0.2424,0.24,11,23,85,108
2012-07-14,0.78,1,0,3,0.5909,0.64,7,7,41,48
2012-10-08,0.71,3,1,4,0.4091,0.4,20,20,207,227
2012-01-30,0.47,1,0,1,0.197,0.2,9,5,193,198
2012-09-01,0.74,1,0,3,0.697,0.72,1,11,68,79
2012-11-22,0.29,1,1,4,0.4697,0.48,14,125,95,220
2011-07-18,0.62,1,0,3,0.7121,0.76,10,52,78,130
2011-02-06,0.49,1,0,1,0.3485,0.34,16,42,115,157
2011-10-22,0.48,2,0,4,0.4697,0.48,14,133,177,310
2012-12-02,0.77,2,0,4,0.4394,0.44,21,8,91,99
2012-09-01,0.7,1,0,3,0.6515,0.7,2,8,61,69
2011-01-27,0.55,1,0,1,0.2273,0.22,16,1,23,24
2012-03-04,0.36,1,0,1,0.2576,0.3,19,12,120,132
2011-05-21,0.73,1,0,2,0.5152,0.54,7,10,33,43
2011-12-27,0.82,3,0,1,0.4242,0.42,14,0,14,14
2011-08-02,0.3,1,0,3,0.7424,0.86,12,45,112,157
2012-07-10,0.7,1,0,3,0.6515,0.7,0,16,53,69
2012-01-17,0.81,3,0,1,0.2879,0.3,8,3,90,93
2011-02-23,0.35,1,0,1,0.2879,0.26,12,11,56,67
2011-12-14,0.87,2,0,4,0.303,0.26,6,0,87,87
2012-10-25,0.88,2,0,4,0.5,0.52,3,0,8,8
2011-12-20,0.57,1,0,4,0.3636,0.36,0,0,21,21
2011-08-15,0.62,2,0,3,0.6818,0.72,11,41,112,153
2012-08-11,0.74,1,0,3,0.6212,0.66,1,32,84,116
2011-01-31,0.61,1,0,1,0.3182,0.3,19,3,108,111
2011-03-28,0.44,1,0,2,0.2273,0.22,1,2,4,6
2012-12-25,0.57,2,1,1,0.303,0.32,17,16,34,50
2012-12-26,0.93,3,0,1,0.2273,0.26,17,2,51,53
2011-04-16,0.87,2,0,2,0.3939,0.38,5,1,3,4
2011-10-02,0.71,1,0,4,0.3485,0.36,21,17,71,88
2011-02-18,0.1,1,0,1,0.5152,0.54,22,19,88,107
2012-09-26,0.77,1,0,4,0.5152,0.54,7,9,523,532
2011-06-12,0.88,1,0,2,0.5606,0.62,6,5,9,14
2012-07-24,0.52,1,0,3,0.7424,0.8,17,94,775,869
2011-07-04,0.62,2,1,3,0.6818,0.74,22,115,211,326
2012-04-07,0.19,1,0,2,0.5152,0.54,16,354,261,615
2011-02-01,0.75,2,0,1,0.2424,0.24,16,3,61,64
2012-03-07,0.56,1,0,1,0.2727,0.3,3,1,2,3
2012-08-03,0.47,2,0,3,0.803,0.86,13,98,247,345
2012-01-02,0.44,2,1,1,0.2121,0.22,22,3,36,39
2012-09-15,0.36,2,0,3,0.6212,0.64,18,232,382,614
2011-06-17,0.83,1,0,2,0.5758,0.62,23,37,141,178
2011-01-17,0.55,2,1,1,0.1667,0.18,18,7,85,92
2012-01-08,0.4,1,0,1,0.3939,0.38,0,14,77,91
2012-08-24,0.73,1,0,3,0.6061,0.64,3,2,6,8
2012-07-10,0.83,2,0,3,0.5758,0.64,22,14,125,139
2011-12-20,0.61,2,0,4,0.3636,0.34,2,1,10,11
2011-10-20,0.82,1,0,4,0.4697,0.48,5,2,24,26
2011-03-17,0.66,1,0,1,0.3939,0.38,0,4,19,23
2012-01-23,0.86,2,0,1,0.2576,0.2,5,0,19,19
2011-12-22,0.71,3,0,1,0.4242,0.42,21,2,15,17
2011-09-11,0.88,1,0,3,0.5455,0.6,7,9,28,37
2012-05-28,0.66,1,1,2,0.6818,0.72,11,254,222,476
2011-02-19,0.15,1,0,1,0.4091,0.4,5,0,3,3
2012-01-05,0.47,2,0,1,0.2273,0.22,0,1,13,14
2012-07-19,0.89,3,0,3,0.5909,0.66,21,38,294,332
2011-08-28,0.42,1,0,3,0.6667,0.74,18,145,257,402
2011-04-22,0.53,1,0,2,0.3333,0.36,1,2,22,24
2011-09-10,0.94,1,0,3,0.5455,0.58,5,2,6,8
2011-08-04,0.89,2,0,3,0.6364,0.68,5,3,17,20
2012-07-07,0.66,1,0,3,0.7576,0.78,7,8,63,71
2012-06-03,0.43,1,0,2,0.6212,0.62,10,127,277,404
2012-10-23,0.68,1,0,4,0.5303,0.56,21,35,260,295
2011-07-22,0.37,1,0,3,0.8182,0.9,18,34,250,284
2011-08-16,0.41,1,0,3,0.7121,0.8,15,36,123,159
2012-06-30,0.89,1,0,3,0.5758,0.64,6,6,36,42
2011-12-12,0.74,2,0,4,0.2121,0.18,9,12,208,220
2011-10-23,0.55,1,0,4,0.5,0.52,13,160,255,415
2012-06-15,0.83,1,0,2,0.5303,0.56,2,0,15,15
2012-01-15,0.37,1,0,1,0.1667,0.16,19,9,101,110
2011-07-12,0.47,1,0,3,0.803,0.86,13,32,104,136
2011-05-03,0.78,2,0,2,0.5303,0.56,2,0,5,5
2012-04-13,0.46,1,0,2,0.3485,0.36,1,2,28,30
2012-12-21,0.41,1,0,1,0.2273,0.26,21,2,68,70
2011-05-02,0.77,2,0,2,0.5152,0.54,10,31,77,108
2012-11-28,0.48,1,0,4,0.2727,0.26,23,5,73,78
2011-04-18,0.49,2,0,2,0.5303,0.56,12,60,124,184
2012-11-25,0.6,1,0,4,0.2879,0.24,20,9,110,119
2011-04-15,0.55,1,1,2,0.4848,0.5,10,31,91,122
2011-05-04,0.93,2,0,2,0.3182,0.34,10,5,26,31
2011-04-29,0.63,1,0,2,0.4545,0.46,2,2,8,10
2011-12-26,0.4,1,1,1,0.3939,0.38,14,73,80,153
2011-12-15,0.7,2,0,4,0.303,0.32,4,0,6,6
2012-04-12,0.35,1,0,2,0.4242,0.42,21,13,174,187
2011-11-10,0.53,1,0,4,0.3333,0.36,22,5,84,89
